question,intent,lang
19. Y a-t-il une possibilité d'amélioration personnelle après avoir suivi le cours ?,pfe_module_notice,amz
20. Quels sont les avantages de suivre ce module de formation ?,pfe_module_notice,amz
"Voici les 10 questions différentes en langue française pour l'intent ""spring_semester_2025_start"":",spring_semester_2025_start,fr
1. Quel est le début du semestre d'automne de printemps 2025 ?,spring_semester_2025_start,fr
2. À quelle date commence le premier semestre de l'année universitaire 2025-2026 ?,spring_semester_2025_start,fr
3. Le spring semester 2025 débute-t-il en mars ou en avril ?,spring_semester_2025_start,fr
4. Quand a-t-on commencé les cours du printemps 2025 à votre école/université ?,spring_semester_2025_start,fr
5. Est-ce que le semestre d'automne de printemps 2025 commence avant la fin de l'an dernier ?,spring_semester_2025_start,fr
6. Le premier jour des cours pour le spring semester 2025 est-il un mardi ou un mercredi ?,spring_semester_2025_start,fr
7. Quel est le mois où débute réellement le semestre d'hiver 2024-2025 ?,spring_semester_2025_start,fr
8. À quelle heure commence la première séance de cours du printemps 2025 à votre école/université ?,spring_semester_2025_start,fr
9. Le spring semester 2025 a-t-il commencé avant les vacances scolaires de Pâques en 2025 ?,spring_semester_2025_start,fr
10. Quel est le premier jour des cours pour le semestre d'automne de printemps 2025 ?,spring_semester_2025_start,fr
Here are the 12 questions:,spring_semester_2025_start,en
1. When does spring semester start in 2025?,spring_semester_2025_start,en
2. What is the exact date of spring semester beginning in 2025?,spring_semester_2025_start,en
3. Is there a specific day for spring semester to begin next year?,spring_semester_2025_start,en
4. Can you confirm the starting date of spring semester in 2025?,spring_semester_2025_start,en
"5. Will spring semester kick off before or after March 1st, 2025?",spring_semester_2025_start,en
6. What's the earliest possible start date for spring semester in 2025?,spring_semester_2025_start,en
7. Are there any changes planned for the spring semester schedule next year?,spring_semester_2025_start,en
8. Can you provide a rough estimate of when spring semester will begin in 2025?,spring_semester_2025_start,en
"9. Is it true that spring semester starts on or around February 15th, 2025?",spring_semester_2025_start,en
10. What's the latest possible start date for spring semester in 2025?,spring_semester_2025_start,en
11. Will there be any adjustments to the academic calendar for spring semester next year?,spring_semester_2025_start,en
12. Can you give me a definitive answer about when spring semester begins in 2025?,spring_semester_2025_start,en
"Voici les 10 questions différentes en langue arabe (ar) correspondantes à l'intent suivant : ""spring_semester_2025_start"":",spring_semester_2025_start,ar
1. ما هو تاريخ بدأ الفصل الربيعي في عام 2025؟,spring_semester_2025_start,ar
2. متى ستبدأ الفصلة الربيعية في العام المقبل؟,spring_semester_2025_start,ar
3. هل يوجد موعد محدد لبدء الفصل الربيعي في 2025؟,spring_semester_2025_start,ar
4. ما هي المواعيد النهائية للتسجيل في الفصل الربيعي لعام 2025؟,spring_semester_2025_start,ar
5. متى ستبدأ الدراسة في الفصل الربيعي من عام 2025؟,spring_semester_2025_start,ar
6. هل يوجد أي تعديل في موعد بدء الفصل الربيعي هذا العام؟,spring_semester_2025_start,ar
7. ما هو المواعيد النهائية لتقديم طلبات التسجيل في الفصل الربيعي لعام 2025؟,spring_semester_2025_start,ar
8. متى ستبدأ الفصلة الربيعية من عام 2025؟,spring_semester_2025_start,ar
9. هل يوجد أي تغيير في موعد بدء الفصل الربيعي هذا العام؟,spring_semester_2025_start,ar
10. ما هو تاريخ نهاية التسجيل في الفصل الربيعي لعام 2025؟,spring_semester_2025_start,ar
"Here are 20 different questions in Amazigh (Tamaziɛt) corresponding to the intent ""spring semester 2025 start"":",spring_semester_2025_start,amz
1. Aṣḥa wu yemma n uẓri tamaẓunt 2025?,spring_semester_2025_start,amz
(When will spring semester 2025 begin?),spring_semester_2025_start,amz
"2. Tamaẓunt 2025, aya s-siɛm ya d-yenna?",spring_semester_2025_start,amz
"(Spring semester 2025, what is the exact date?)",spring_semester_2025_start,amz
"3. Aṣḥa wu yemma n uẓri tamaẓunt 2025, i-yessem?",spring_semester_2025_start,amz
(When will spring semester 2025 start in terms of dates?),spring_semester_2025_start,amz
"4. Tamaẓunt 2025, aya s-siɛm ya d-yenna, i-mayn?",spring_semester_2025_start,amz
"(Spring semester 2025, what is the exact date, and how many days until then?)",spring_semester_2025_start,amz
"5. Aṣḥa wu yemma n uẓri tamaẓunt 2025, i-yessem, i-kul?",spring_semester_2025_start,amz
"(When will spring semester 2025 start in terms of dates, hours, minutes?)",spring_semester_2025_start,amz
"6. Tamaẓunt 2025, aya s-siɛm ya d-yenna, i-mayn, i-kul?",spring_semester_2025_start,amz
"(Spring semester 2025, what is the exact date, and how many days until then, including time?)",spring_semester_2025_start,amz
"7. Aṣḥa wu yemma n uẓri tamaẓunt 2025, i-yessem, i-kul, i-mayn?",spring_semester_2025_start,amz
"(When will spring semester 2025 start in terms of dates, hours, minutes, and days until then?)",spring_semester_2025_start,amz
"8. Tamaẓunt 2025, aya s-siɛm ya d-yenna, i-taɣri?",spring_semester_2025_start,amz
"(Spring semester 2025, what is the exact date, and how many weeks until then?)",spring_semester_2025_start,amz
"9. Aṣḥa wu yemma n uẓri tamaẓunt 2025, i-yessem, i-kul, i-mayn, i-taɣri?",spring_semester_2025_start,amz
"(When will spring semester 2025 start in terms of dates, hours, minutes, days until then, and weeks?)",spring_semester_2025_start,amz
"10. Tamaẓunt 2025, aya s-siɛm ya",spring_semester_2025_start,amz
Voici les 10 questions en langue française :,hassan_ii_environment_prize,fr
1. Quel est le prix Hassan II pour l'environnement ?,hassan_ii_environment_prize,fr
2. Pourquoi a-t-on créé le prix Hassan II pour l'environnement ?,hassan_ii_environment_prize,fr
3. Qui remet le prix Hassan II pour l'environnement chaque année ?,hassan_ii_environment_prize,fr
4. Le prix Hassan II pour l'environnement vise à récompenser quoi ?,hassan_ii_environment_prize,fr
5. Quels sont les domaines d'activité prioritaires du prix Hassan II pour l'environnement ?,hassan_ii_environment_prize,fr
6. Comment peut-on postuler au prix Hassan II pour l'environnement ?,hassan_ii_environment_prize,fr
7. Y a-t-il des catégories de prix spécifiques dans le prix Hassan II pour l'environnement ?,hassan_ii_environment_prize,fr
8. Quel est le montant du prix Hassan II pour l'environnement ?,hassan_ii_environment_prize,fr
9. Le prix Hassan II pour l'environnement vise à encourager les initiatives en quoi ?,hassan_ii_environment_prize,fr
10. Qui sont les lauréats précédemment récompensés par le prix Hassan II pour l'environnement ?,hassan_ii_environment_prize,fr
"Here are 10 different questions in English corresponding to the intent ""hassan_ii_environment_prize"":",hassan_ii_environment_prize,en
1. Who won the Hassan II Environment Prize?,hassan_ii_environment_prize,en
2. What is the purpose of the Hassan II Environment Prize?,hassan_ii_environment_prize,en
3. When was the first Hassan II Environment Prize awarded?,hassan_ii_environment_prize,en
4. How many times has the Hassan II Environment Prize been given out?,hassan_ii_environment_prize,en
5. Can anyone apply for the Hassan II Environment Prize?,hassan_ii_environment_prize,en
6. Is there a specific category or field that can win the Hassan II Environment Prize?,hassan_ii_environment_prize,en
7. What is the criteria to be considered for the Hassan II Environment Prize?,hassan_ii_environment_prize,en
8. Who are some past winners of the Hassan II Environment Prize?,hassan_ii_environment_prize,en
9. How does one nominate someone for the Hassan II Environment Prize?,hassan_ii_environment_prize,en
10. Can I apply for the Hassan II Environment Prize if my project is not a commercial success?,hassan_ii_environment_prize,en
Voici les 10 questions en langue arabe :,hassan_ii_environment_prize,ar
1. ما هو جائزة حسن الثاني للا環.environnement؟,hassan_ii_environment_prize,ar
2. من هو المُقترح الاولى لجائزة حسن الثاني للا環.environnement؟,hassan_ii_environment_prize,ar
3. ما هي الأهداف الرئيسية لجائزة حسن الثاني للا環.environmentation?,hassan_ii_environment_prize,ar
4. كيف يمكنني التقديم لمشروعي لجائزة حسن الثاني للا環.environnement؟,hassan_ii_environment_prize,ar
5. من هو الفائزين السابقين بجائزة حسن الثاني للا環.environnement؟,hassan_ii_environment_prize,ar
6. ما هي المجالات الرئيسية التي تُعنى بها جائزة حسن الثاني للا環.environnement؟,hassan_ii_environment_prize,ar
7. كيف يمكنني معرفة المزيد عن جائزة حسن الثاني للا環.environnement؟,hassan_ii_environment_prize,ar
8. من هو المنظمون الذين يديرون جائزة حسن الثاني للا环.environnement؟,hassan_ii_environment_prize,ar
9. ما هي القيمة النقدية لجائزة حسن الثاني للا環.environnement؟,hassan_ii_environment_prize,ar
10. كيف يمكنني الحصول على معلومات أكثر عن مشروعي إذا فاز بجائزة حسن الثاني للا環.environnement؟,hassan_ii_environment_prize,ar
"Here are 20 questions in Amharic corresponding to the intent ""hassan_ii_environment_prize"":",hassan_ii_environment_prize,amz
1. አማዘግ ቀረጥ ካስተር?,hassan_ii_environment_prize,amz
(Amazing Hassan II Environment Prize?),hassan_ii_environment_prize,amz
2. ኢንቲሮናሽኒም አዎ?,hassan_ii_environment_prize,amz
3. ኩ፣ ጥራት ነይ?,hassan_ii_environment_prize,amz
4. ከኛ ኤኬንቴሮናሽኒም አዎ?,hassan_ii_environment_prize,amz
5. ኩ፣ ጥራት ነይ?,hassan_ii_environment_prize,amz
6. ከኛ ኤኬንቴሮናሽኒም አዎ?,hassan_ii_environment_prize,amz
7. ኩ፣ ጥራት ነይ?,hassan_ii_environment_prize,amz
8. ከኛ ኤኬንቴሮናሽኒም አዎ?,hassan_ii_environment_prize,amz
9. ኩ፣ ጥራት ነይ?,hassan_ii_environment_prize,amz
10. ከኛ ኤኬንቴሮናሽኒም አዎ?,hassan_ii_environment_prize,amz
11. ኩ፣ ጥራት ነይ?,hassan_ii_environment_prize,amz
12. ከኛ ኤኬንቴሮናሽኒም አዎ?,hassan_ii_environment_prize,amz
13. ኩ፣ ጥራት ነይ?,hassan_ii_environment_prize,amz
14. ከኛ ኤኬንቴሮናሽኒም አዎ?,hassan_ii_environment_prize,amz
15. ኩ፣ ጥራት ነ,hassan_ii_environment_prize,amz
"Voici les 10 questions différentes en langue française pour le intent ""minhaty_card_renewal"" :",minhaty_card_renewal,fr
"1. Je veux renouveler ma carte Min Haty, comment faire ?",minhaty_card_renewal,fr
2. Quels sont les documents nécessaires pour rénover ma carte Min Haty ?,minhaty_card_renewal,fr
